Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13
197.84,2919,33.84,909.87,10.32,953.13,0.61,0,0.2,84.86,19029.06,31338.91,19164.75,11665.65
264.75,2964.53,31.63,834.59,9.33,970.7,0.65,0,0.1,17.64,28035.52,17864.03,1464.47,8903.47
264.75,1285.75,39.5,920.29,16.43,1119.76,0.51,0,0.11,200.26,150,37125.83,11447.6,11069.21
242.45,1474,42.6,927.06,15.8,1145.28,0.63,0,0.25,206.72,342.98,40352.54,20343.24,13241.13
175.54,1000.5,10.35,793.55,21.16,1389.53,0.32,1.69,2,1312.45,151.61,8778.81,25,1160.82
175.54,1589.25,8.08,785.58,18.8,1266.4,0.45,0,0.68,841.27,433.01,22091.34,1451.72,9066.83
264.75,3627.75,5.73,859.92,5.61,838.48,0.55,0,0.04,17.04,9217.78,34323.86,7836.29,14630.36
164.78,1465.5,14.76,903.4,16.68,1130.9,0.61,0,0.21,28.17,7196.35,37150.07,4596.47,9951.26
264.75,1345.75,25.2,823,18.75,1177.78,0.52,0,0.76,100.03,13761.81,35403.78,31986.37,151.61
264.75,1854.1,24.28,832.68,16.12,1112.88,0,0,0.1,441.88,8863.95,19236.03,10219.31,5821.16
168.07,1657.6,25.55,839.7,16.16,1207.83,0,0,0.26,8.27,500.3,64625.61,60396.43,15606.88
164.78,1468,10.52,855.27,17.34,1166.07,0.6,0,0.98,112.81,18407.81,45256.24,38964.05,1750
264.75,2669.75,29.6,850.51,11.23,1058.77,0.52,0,0.26,27.26,10392.67,15752.06,8835.58,5955.46
264.75,2506.5,14.78,867.45,11.87,1132.66,0.48,0,0.4,18.79,7430.18,19029.65,16847.18,17197.89
220.15,2986,10.51,882.91,9.2,981.97,0.59,0,0.14,78.78,29030.8,35862.62,21796.96,3093.14
264.75,2112.75,17.6,900.75,14.2,1058,0.65,0,0.51,100.78,8912.21,41930.03,17949.03,2616.77
264.75,2590.5,20.61,848.84,11.64,1030.19,0.6,0,0.21,19.05,30073.37,35750.91,11987.81,5210.33
239.76,3053.25,26.37,918.38,8.99,890.6,0.67,0,0.02,18.04,12726.65,45884.72,21180.83,25963.96
264.75,1802.75,19.36,815.04,17.33,1196.06,0.6,0,0.13,791.44,6554.96,8223.59,357.05,6609.65
264.75,1721.5,17.49,841.3,16.69,1166.47,0.65,0,0.26,81.8,10430.13,38691.44,32935.5,8411.15
220.15,1856,20.64,924.06,15.39,1092.18,0.65,0,0.13,113.69,9856.34,15226.54,125,12563
175.54,2799.5,8.35,929.32,10.22,929.65,0.65,0,0.06,52.87,12058.5,29172.72,8697.56,8044.1
264.75,2071.74,20.34,828.66,15.74,1036.99,0.6,0,0.07,665.18,7213.8,20089.47,9796.44,10473.76
264.75,3184.75,22.18,845.86,8.89,926.4,0.57,0,0.06,15.73,9428.02,40833.9,30076.03,4893.62
175.54,3515,23.41,896.29,4.96,836.26,0.56,0,0.02,20.97,16350.15,28073.61,6958.99,22231.23
264.75,3168,27.13,892.42,7.59,884.33,0.71,0,0.1,20.27,18315.77,30985.92,1710.99,25278.99
198.61,2750,30.02,902.64,9.02,965.1,0.65,0,0.06,18.06,14916.69,33157.31,28941.79,32036.35
197.84,4225.75,18.48,907.07,2.63,718.79,0.47,0,0.02,17.33,8904.35,32202.6,31283.02,28803.26
264.75,2493,27.21,913.28,11.79,979.9,0.69,0,0.14,91.72,6576.28,18250.14,13774.89,6717.7
239.76,1930.5,23.41,914.95,16.24,1102.14,0.63,0,0.7,23.74,2511.47,32813.53,5945.38,16956.05
242.45,2820.25,18.55,876.27,8.36,932.35,0.53,0,0.21,20.14,11993.64,13271.3,13598.8,13052.49
264.75,2583.25,27.11,836.12,11.86,1075.81,0.55,0,0.2,18.47,22075.04,29539.93,1105.73,2804.91
264.75,2431,32.58,837.73,11.86,1045.23,0.62,0,0.22,20.79,18289.54,27214.11,3669.81,350
264.75,2174.75,27.63,924.01,15.31,1064.14,0.68,0,0.26,93.44,8664.15,26530.13,2263.3,5962.17
239.76,1442.75,12.92,832.62,17.89,1203.11,0.59,0,0.58,101.58,8647.98,39555.37,36850.34,5275.18
264.75,2817,20.34,836.85,10.89,1031.2,0.61,0,0.45,17.48,30843.27,20450.12,5985.61,9966.32
175.54,2648.5,32.1,841.86,11.35,1039.9,0.61,0,0.26,20.62,6150.41,40062.54,15404.14,6417.75
214.77,1856.5,13.66,792.96,16.56,1082.79,0.57,0,0.57,680.15,3842.85,25626.7,3253.84,5231.4
264.75,2622.75,13.5,843.03,11.91,1087.49,0.53,0,0.16,23.22,30586.07,32701.8,8412.34,10071.12
249.88,1810.5,31.66,919.53,16.3,1093.24,0.57,0,0.29,25.94,1710.99,22170.42,17459.31,16104.27
164.78,1754.75,24.43,802.23,18.66,1278.86,0.45,0,0.44,1139.77,2273.21,5312.96,3575.96,4790.35
264.75,2815.17,23.65,841.99,10.87,1027.67,0.6,0,0.04,17.17,40721.55,23733.2,15608.08,9789.07
264.75,3749.14,23.53,805.81,4.13,790.99,0.68,0,0.01,3.92,7134.41,68861.04,44956.16,8003.5
264.75,2786.25,32.68,808.01,10.13,1064.6,0.49,0,0.36,15.03,8278.13,49564.18,32913.94,983.62
264.75,3200.5,18.17,843.11,8.82,949.45,0.61,0,0.05,22.23,17813.13,22913.04,9753.33,5179.53
239.76,2525.75,28.46,923.05,11.86,961.51,0.63,0,0.39,27.86,7385.63,44836.68,4341.37,15559.8
164.78,2357.5,6.3,860.64,12.72,1143.78,0.4,0,0.74,28.41,13748.73,19902.95,2706.48,16383.15
264.75,2874.63,7.72,861.12,10.34,994.5,0.61,0,0.34,86.85,26759.59,40495.23,16843.79,15994.85
264.75,2540.25,16.13,846.99,11.95,1113.2,0.56,0,0.35,21.94,17120.38,24781.6,3479.58,4231.73
264.75,1593.02,27.53,815.3,17.53,1207.35,0.62,0,0.68,94.57,2074.17,25884.63,19178.88,1474.1
264.75,2971.75,31.31,935.7,9.05,872.3,0.67,0,0.07,18.65,7154.54,47985.49,24391.14,21206.78
164.78,3134.71,19.1,840.32,8.72,929.97,0.61,0,0.12,26.16,22355.99,18397.76,6888.75,8868.21
264.75,2551.5,14.27,914.36,11.48,942.2,0.65,0,0.18,89.24,9519.85,22250.11,17380.09,4813.26
197.84,2347,37.24,833.09,12.15,1072.4,0.68,0,0.24,17.8,10762.32,35936.16,24332.85,430.02
264.75,2276.32,24.79,816.29,15.25,1059.13,0.64,0,0.47,753.88,1839.23,18480.88,1043.37,8491.34
228.4,1926.04,15.91,797.27,17.3,1252.05,0,0,0.05,536.79,6110.72,17049.24,1764.54,13646.21
175.54,1349.25,34.13,739.66,19,1304.52,0.46,0,1.81,280.77,653.85,31930.04,3368.61,6085.02
264.75,1612.75,17.3,783.18,18.18,1179.84,0.51,0,0.43,746.63,2933.85,20169.96,4302.03,5080.11
264.75,2899.48,11.59,853.64,10.04,1003.94,0.58,0,0.13,78.48,33712.03,36206.49,20141.26,7864.26
164.78,1441.75,18.26,776.77,19.6,1319.64,0.48,0,0.21,838.74,6775.51,13229.8,295.81,8350.3
205.28,2789.5,15.78,875.07,9.63,1034.21,0.45,0,0.43,24.57,8245.45,19445.5,3395.22,13690.42
167.47,2128.5,10.22,837.63,13.11,1128.18,0.51,0,0.42,24.18,12009.48,39534.89,22964.48,50
264.75,2164.25,37.23,877.18,14.34,1051.2,0.63,0,0.24,85.72,2899.57,36307.95,22244.72,1344.43
195.15,1976.5,5.5,792.93,16.33,1209.17,0.44,0,1.02,112.5,5150.49,31265.44,9893.81,750
264.75,2561,17.2,919.32,11.1,1003.56,0.67,0,0.12,51.6,8062.72,30793.63,5319.53,5580.99
205.28,3504.75,21.37,896.43,5.55,830.98,0.55,0,0.05,20.29,20552.55,22981.03,20795.37,12535.85
264.75,3169.26,12.51,843.83,8.2,948.13,0.54,0,0.06,14.26,12670.65,32679.96,27160.22,6594.63
97.01,2638,6.69,858.15,10.54,1050.67,0.48,0,0.21,19.57,24811.44,29700.63,14775.23,753.33
175.54,2727.75,25.75,859.35,9.73,992.47,0.53,0,0.26,4.96,5250.48,7362.57,4217.52,5614.94
214.76,3162.75,22.35,939.58,8.32,881.08,0.46,0,0.05,21.3,16981.97,27278.7,10270.71,21850.12
264.75,3085,18.53,879.7,8.69,936.53,0.57,0,0.17,77.55,28213.25,41600.57,23968.89,5391.43
239.76,1500,29.42,886.75,18.2,1162.67,0.56,0,0.68,29.84,1175.86,34587.97,3296.59,12957.91
242.45,2502.75,21.51,893.23,11.78,1017.06,0.68,0,0.09,81.73,3238.05,32530.72,7850.32,4271.71
197.84,2936,12.17,873.1,9.47,969.97,0.52,0,0.6,17.58,16290.1,30773.49,517.21,10179.76
242.45,3109.5,27.15,917.86,8.48,885.62,0.67,0,0.02,19.25,10572.99,46734.65,9910.98,19790.09
264.75,2648.25,22.54,899.09,10.92,980.56,0.7,0,0.07,80.01,23914.17,25458.35,20940.57,9737.94
264.75,2700.25,19.33,845.23,10.67,988.37,0.65,0,0.12,15.64,14570.09,33048.56,26998.29,7630.69
264.75,1726.25,24.63,885.82,16.56,1137.27,0.66,0,0.28,27.46,3412.84,40706.85,9086.67,1956.4
175.54,2622.75,1.29,856.67,10.99,1096.66,0.35,0,0.72,18.58,16298.7,26760.56,18950.66,25817.97
264.75,3731,31.59,858.87,5.22,864.57,0.53,0,0.03,5.3,5131.03,15119.77,2372.24,4879.29
264.75,3088.5,29.07,777.63,8.76,922.64,0,0,0.03,0,5503.99,71374.77,50306.16,9753.92
0.19,2690,0,800.27,11.17,977.46,0.55,0,0,13.36,0,48129.39,40296.42,3454.8
264.75,1651,17.42,798.26,18.23,1228.95,0.54,0,0.26,738.35,1768.47,16589.98,5150.49,6797.61
164.78,2445.25,10.25,847.41,12.49,1155.96,0.47,0,2.3,31.78,4412.2,4257.64,1329.47,1835.08
189.77,1189.25,2.6,845.23,18.52,1200,0.52,0,0.12,118.83,2885.74,18661.93,15922.55,135.36
264.75,2080.11,25.64,837.57,15.66,1091.52,0,0,0.31,82.62,9378.88,18773.71,17878.18,3234.05
164.78,2697.76,3.24,809.09,10.89,991.06,0.39,0,0.78,19.41,489.52,51773.49,39280.24,10.48
264.75,3771.75,27.3,785.27,5,771.87,0.65,0,0.01,3.86,4790.35,69631.95,48104.34,7907.43
240.65,1884.5,39.04,921.25,14.27,1109.55,0.57,0,0.34,63.66,4288.06,20236.79,16264.92,15428.14
170.16,2988,2.29,849.49,9.85,1029.33,0.46,0,0.28,22.33,14513.01,21820.35,8199.24,11541.56
164.78,2017.25,26.2,870.59,14.56,1151.68,0.57,0,0.52,85.06,20474.07,40842.72,30729.59,1275.74
220.15,1785,31.85,910.5,16,1085.86,0.57,0,0.3,106.82,3386.37,32184.59,2950,2438.75
264.75,3038.75,32.77,818.32,9.87,973.52,0.64,0,0.55,21.38,1835.08,48127,36020.1,1458.6
175.54,1147,10.55,766.66,21.36,1371.8,0.38,0,0.7,973.97,864.59,13756,6022.25,4563.72
264.75,2385.5,29.59,918.39,12.78,1022.93,0.64,0,0.33,266.44,4165.03,32544.24,14850.84,5703.29
170.16,2513,5.98,836.07,11.97,1096.06,0.38,0,0.34,24.48,18772.52,24619.66,8393.3,887.41
264.75,2809.25,18.41,936.5,10.42,918.06,0.64,0,0.07,21.43,16130.33,28672.77,8816.32,15997.73
264.75,1993.75,23.44,916.38,15.05,1081.41,0.58,0,0.32,24.83,2875.47,35965.64,3459.41,5771.27
264.75,3137.39,12.28,842.47,8.89,915.91,0.62,0,0.1,17.27,24288.88,18624.42,1979.22,7725.97
231.43,1633.25,33.54,870.44,17.64,1142.59,0.6,0,1.14,110.23,4217.52,11164.56,3702.36,4017.15
264.75,3351.75,24.68,864.97,6.85,872.07,0.69,0,0.05,19.05,17527.34,21450.58,15193.67,7650.33
264.75,1507.92,27.39,790.68,18.41,1302.81,0.52,0,0.02,754.26,3462.65,16297.54,3412.59,5481.25
234.9,2512.21,5.24,823.87,12.94,1092.82,0,0,0.25,14.28,23198.38,21416.48,15797.77,945.55
214.77,3621.75,5.6,850.7,5.95,854.61,0.59,0,0.09,18.21,7332.63,42953.55,31670.93,6583.88
264.75,1741.02,16.24,830.06,15.51,1126.79,0.66,0,0.42,83.4,6813.09,21604.07,12631.61,7773.3
264.75,1644.75,14.5,821.68,18.83,1223.38,0.57,0,0.09,493.41,6299.8,8358.68,6441.08,6158.53
214.76,2223.5,25.04,926.14,12.76,1014.14,0.67,0,0.18,19.9,3160.3,44352.31,22159.59,17219.97
197.84,2850.5,18.56,904.53,10.06,953.5,0.62,0,0.26,21.51,13770.53,27309.48,20249.63,22235.72
175.54,3144.5,21.6,868,8.02,856.21,0.59,0,0.12,20.02,12572.49,14075.78,13826.33,13524.33
264.75,3275.25,24.99,905.27,7.16,863.85,0.57,0,0.02,18.47,16699.93,38374.57,25614.6,33704.71
182.97,2899.5,31.83,893.24,9.13,1023.68,0.52,0,0.26,17.76,18362.12,35478.28,26271.8,33091.2
167.47,2594.5,11.13,861.69,11.57,1085.71,0.43,0,0.41,22.29,17493.07,20691.24,7808.17,19552.17
214.77,2622.5,17.23,864.88,10.58,1025.51,0.48,0,0.41,19.98,8629.46,10398.44,9938.18,9721.5
239.76,2152,22.31,894.69,15.89,1058.19,0.6,0,0.56,119.3,4107.01,17130.89,3326.79,5550.45
194.26,2493.75,27.74,846.77,12.23,1095.36,0.51,0,0.16,19.86,25034.13,31656.4,4062.94,6820.37
175.54,2727.25,8.61,844.2,12.09,1073.03,0.53,0,0.18,18.56,26535.02,32689.56,1734.21,8140.49
207.33,2029.5,28.59,904.12,13.11,1086.66,0.61,0,0.15,322.65,3050,33219.39,10851.15,7563.56
264.75,1362,33.45,854.74,16.95,1137.57,0.58,0,0.18,82.71,606.22,32561.75,24576.97,2772.63
264.75,2283.75,32.98,866.69,14.45,1148.39,0.67,0,0.09,695.2,15690.36,15040.86,14750.85,3777.23
175.54,2612.5,7.87,874.66,12.15,1017.75,0.49,0,0.33,80.98,26419.45,41450.3,24456.24,2123.09
264.75,2542.5,28.41,849.16,13.89,1041.12,0.58,0,0.05,843.23,8791.33,13491.76,3950,11953.56
264.75,2100.74,25.67,806.9,14.99,1072.13,0.6,0,0.44,677.71,5189.89,21265.55,7163.27,10174.55
214.77,2328.75,28.56,926.59,12.73,981.38,0.63,0,0.36,25.05,5952.1,34961.8,6449.81,11406.47
264.75,2625,17.9,884.68,13.66,1019.94,0.64,0,0.1,89.57,5860.67,33031.31,30000.13,3575.96
192.46,2153.25,19.96,940.25,13.89,1013.67,0.56,0,0.32,88.98,11765.52,23337.68,11292.81,3726.59
264.75,1714.25,16.11,829.39,17.9,1206.91,0.64,0,0.27,97.98,8511.61,40794.95,39539.19,1366.57
167.47,1333.75,5.24,800.06,19.2,1336.97,0.49,0,0.34,859.23,7950,7143.35,6751.85,2969.45
164.78,1032.25,14.17,782.85,21.26,1377.98,0.38,1.09,0.92,1154.5,150,9707.08,25,357.13
167.47,1807,5.48,805.23,16.71,1127.51,0.56,0,0.36,860.23,4357.46,25527,750,8451.48
116.01,2438.25,1.29,858.74,12.32,1149.54,0.46,0,0.68,28.76,5252.38,11319.34,764.93,6373.97
172.45,1794.55,5.4,756.74,17.67,1294.9,0.36,0,1.06,131.01,10667.92,29638.7,15433.08,3413.67
264.75,2092.25,26.1,894.08,13.48,1078.2,0.6,0,0.57,105.16,7288.86,16108,6050,7284.74
264.75,2607.25,27.28,927.21,12.58,996.59,0.66,0,0.15,21.77,10253.17,32590.3,5602.45,25111.1
214.77,2824.25,27.17,836.18,10.2,1047.22,0.52,0,0.15,20.58,13261.5,37328.38,24204.29,4425.78
264.75,2037,12.42,877.88,15.27,1127.46,0.69,0,0.26,97.33,27219.98,33258.5,29357.24,1550
264.75,2622,8.46,873.39,11.31,1105.97,0.51,0,0.35,19.18,5517.93,20102.92,14311.1,17129.73
164.78,2701.75,13.18,900.61,10.12,962.92,0.66,0,0.07,50.3,6037.18,27891.35,8081.31,13256.98
248.09,1617,16.4,831.72,16.57,1160.68,0.68,0,0.54,93.29,5661.05,35347.24,31031.4,2695.83
264.75,2702.25,27.92,860.91,11.15,1052.37,0.59,0,0.18,21.9,16471.41,25654,10666.18,11709.29
260.76,1656.68,25.75,781.35,18.86,1285.26,0,0,0.07,500.79,5310.64,16466.26,2689.4,8274.64
175.54,3558.25,32.26,924.46,5.66,834.05,0.48,0,0.04,18.53,15374.25,40907.3,26662.1,28439.54
164.78,2361.5,1.65,855.08,12.59,1173.85,0.39,0,2.46,25.4,7995.47,10776.25,9730.75,10254.15
264.75,3547.25,22.25,859.96,5.65,859.46,0.57,0,0.03,15.18,15983.98,30630.17,16475.66,8202.9
264.75,2925.5,19.95,908.19,9.61,901.29,0.7,0,0.02,18.65,7812.01,45829.33,12658.1,20013.18
167.47,1104.25,5.94,786.68,20.83,1383.02,0.43,0,0.31,146.54,1961.5,9750.26,1867.49,1835.08
264.75,1938.5,19.41,786.48,16.3,1084.85,0.58,0,0.43,808.5,1757.13,24534.21,7251.72,8232.1
175.54,2404.75,42.83,875.69,14.08,1062.57,0.61,0,0.47,88.8,15673.15,45498.65,41175.81,5750
264.75,2984.5,25.99,928.94,9.36,908.56,0.57,0,0.11,38.53,20942.16,23024.5,6771.08,21179.88
167.47,2361.25,7.1,851.47,12.72,1171.21,0.37,0,1.31,24.61,6436.42,11051.13,2593.74,9267.55
164.78,1727.25,1.49,923.52,15.56,1141.46,0.58,0,1.95,104.66,11183.36,23971.81,211.97,7794.07
264.75,2320.25,17.78,909.7,12.31,1028.43,0.66,0,0.29,20.3,16467.16,36443.48,1627.11,23231.61
264.75,1779.75,13.17,856.14,16.03,1114.44,0.62,0,0.08,96.49,13710.12,15133.65,15101.9,7763.21
264.75,2549.5,4.96,846.77,11.81,1123.6,0.47,0,0.51,18.5,15212.74,19496.86,2351.06,17930.07
167.47,2585.75,7.25,838.11,11.3,1078.74,0.39,0,0.53,19.4,21778.6,28073.61,5894.7,3650.68
264.75,2199.75,12.82,902.35,14.8,1072.84,0.65,0,0.49,96.31,4962.61,41369.64,14220.67,1061.84
239.76,1511.75,14.87,899.34,16.3,1128.35,0.67,0,0.74,68.71,15537.94,32986.78,16999.04,11560.6
264.75,2273,33.11,875.82,13.24,1088.15,0.61,0,0.13,80.85,21119.84,38263.92,34738.27,6618.72
264.75,3153.25,26,914.87,8.51,832.06,0.59,0,0.03,82.12,6482.86,28506.97,13220.72,8128.19
242.45,2523,32.26,866.92,12.22,1025.33,0.66,0,0.14,6.42,11059.27,23987.65,2351.06,2620.59
175.54,2804.25,6.3,852.13,9.94,1007.71,0.38,0,0.24,18.34,19225.18,24374.73,10102.85,22891.65
185.03,1989.5,31.06,926.37,14.34,1120.09,0.62,0,0.24,25.3,7849.04,33943,3166.62,21122.68
264.75,3573.5,22.29,896.39,5.29,851.61,0.51,0,0.05,18.12,14000.8,34701.69,28355.38,33881.08
264.75,3450.5,12.87,835.92,6.39,861.89,0.69,0,0.08,13.83,4819.49,46739.79,33836.78,4174.63
264.75,3102.25,11.82,871.1,8.67,970.29,0.54,0,0.22,17.59,14384.28,26983.84,9730.75,15643.13
264.75,2110.3,27.63,858.06,14.89,1099.34,0,0,0.27,82.79,5931.23,31267.1,33604.93,8354.36
264.75,3425,32.94,933.2,7.65,836.82,0.5,0,0.08,21.25,15270.48,23835.43,4720.96,18969.12
264.75,2459,25.62,862.72,12.77,1071.15,0.67,0,0.15,96.57,7591.28,34753.81,34026.28,10308.61
197.84,3110.5,28.25,928.08,8.04,910.43,0.49,0,0.36,21.72,13884.79,17836.13,3290.52,14580.38
164.78,1281.5,26.05,816.75,19.12,1222.46,0.5,0,2.75,102.05,13349.44,36257.79,31169.34,550
264.75,1791.5,17.1,917.73,15.58,1129.39,0.68,0,0.19,90.64,4497.5,14541.24,7652.94,3956.32
264.75,2079.75,24.28,885.94,14.14,1112.06,0.59,0,0.44,102.04,18674.25,41377.86,33435.42,2363.79
264.75,2947.5,29.85,904.54,9.26,916.11,0.59,0,0.23,23.01,12472.67,37951.65,4648.39,19982.68
264.75,1817.5,11.36,927.82,15.54,1118.11,0.58,0,0.36,94.53,12141.36,22401.95,13476.92,25
239.76,2323.25,14.22,892.49,13.11,1071.08,0.55,0,0.93,102.52,9041.43,16045.79,6876.59,5354.2
264.75,2293.75,14.48,856.47,14.24,1072.57,0.63,0,0.3,90.59,6223.14,24996.55,4739.99,8106.02
264.75,1545.75,38.63,914.31,16.2,1136.07,0.59,0,0.19,51.71,2150,18174.91,19616.51,12188.01
214.77,1929,27.06,879.61,16.37,1119.12,0.58,0,0.16,105.65,5131.03,21463.17,19191.86,3296.59
214.77,1861,29.28,910.94,15.2,1127.5,0.65,0,0.28,110.14,3753.33,36141.39,2303.8,5661.05
175.54,2623.75,23.91,929,9.08,925.36,0.58,0,0.13,21.16,15555.95,21357.14,85.36,17499.36
175.54,2415.75,4.47,860.83,12.45,1165.49,0.35,0,1.55,19.91,4871.09,7491.83,5256.19,5528.79
