Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13
264.75,1453.25,14.42,720.61,18.73,1272.94,0.59,0,0.29,1476.57,6779.93,18450.68,2351.06,2804.91
264.75,2586.25,23.33,770.27,12.78,1118.6,0.55,0,0.5,42.87,21769.42,29225.46,1757.13,6473.6
175.54,2036.96,35.12,753.3,14.01,1149.55,0.61,0,0.13,10.97,6518.1,55353.69,52941.58,12969.18
264.75,1450.5,20.08,767.97,19.2,1233.36,0.63,0,0.85,219.37,14326.46,40127.64,35133,1351.85
264.75,2810.54,17.17,762.82,11.64,1055.67,0.61,0,0.04,43.14,38394.96,22160.62,13303.37,8659.56
239.76,1946.75,24.05,880.91,14.52,1105.48,0.61,0,0.25,63.55,5614.94,26167.3,14157.24,20053.62
0.19,1189,1.4,792.03,18.8,1200.22,0.56,0,0,209.71,85.36,35183.34,18953.3,4839.68
175.54,1801.75,24.21,824.76,15.24,1163.09,0.67,0,0.12,211.56,10350.24,43186.43,28014.77,295.81
220.15,3014.75,6.36,799.6,10.74,986.48,0.69,0,0.09,42.75,11247.56,33438.41,13141.82,10433.96
164.78,2455.5,19.89,811.84,11.03,1092.85,0.49,0,0.43,12.05,1544.33,14879.77,8191.92,11023.95
164.78,2377.25,5.75,795.51,13.2,1202.33,0.44,0,0.86,58.89,10403.25,13861.01,3691.54,12356.68
0.19,2690,0,745.05,11.7,999.25,0.45,0,0,31.27,0,45489.49,40382,3261.66
264.75,1611.5,24.22,740.41,19,1335.76,0.57,0,0.23,1543.35,4701.86,11244,1557.24,2616.77
220.15,2698.25,35.2,847.13,11.4,946.08,0.66,0,0.12,182.16,22665.56,30135.15,21181.3,8419.47
167.47,1561.25,15.49,801.58,16.23,1197.38,0.66,0,0.21,206.97,24329.56,37257.58,32382.83,668.96
220.15,1788.25,23.02,842.04,16.35,1127.19,0.69,0,0.18,192.67,2011.84,35057.77,6778.46,1551.61
172.85,1549.25,24.19,887.01,18.29,1177.45,0.55,0,0.35,71.77,779.42,29338.16,11452.84,12683.36
264.75,2789.75,25.27,776.36,10.37,1053.73,0.62,0,0.09,47.08,8661.84,41359.49,19164.75,3950.63
164.78,1801.75,5.89,794.22,16.86,1219.27,0.52,0,0.74,282.71,3653.42,33657.5,2593.74,3070.42
264.75,2984.25,6.5,816.73,10.9,987.69,0.54,0,0.21,168.71,28439.19,33706.49,23653.91,5838.45
264.75,2284.35,21.67,787.18,15.62,1157.19,0.59,0,0.42,215.5,7089.73,21251.55,15593.91,96.23
264.75,2434.25,5.35,797.39,12.97,1188.12,0.5,0,0.67,51.2,11516.4,16677.15,606.22,14922.72
175.54,2576.5,10.03,802.57,11.91,1124.28,0.54,0,0.44,43.64,13798.82,19342.38,11292.81,18554.99
264.75,1848.75,17.07,753.46,18.17,1197.05,0.65,0,0.08,1570.55,8900.98,11136.76,4306.68,6150.41
197.84,1459.25,24.82,867.63,16.75,1187.26,0.65,0,0.21,64.23,11191.4,30300.62,85.36,21670.89
189.77,1986,13.4,794.01,15.45,1192.9,0.61,0,0.27,204.24,17503.93,46174.97,32150,3556.33
164.78,2627.46,2.27,740.97,11.6,1141.76,0,0,2.6,0,7493.07,56099.41,38753.08,1600.21
264.75,3073,36.8,795.65,9.21,918.65,0.64,0,0.08,11.42,7091.37,21895.38,7736.12,6114.53
264.01,2165.16,28.31,749.77,14.79,1222.01,0.58,0,0.12,9.49,1971.5,62260.91,58493.7,13745.06
167.47,1209.25,10.47,729.14,20.72,1402.7,0.42,1.34,55.63,2807.63,2316.89,1558.04,2351.78,100
214.76,2079,9.13,766.16,13.99,1163.94,0.58,0,0.28,67.11,10928.29,32431.58,21537.58,3323.78
264.75,3218.75,8.27,808.13,7.6,966.19,0.6,0,0.15,48.75,8065.2,9280.49,9619.12,9053.59
239.76,2152.25,9.68,762.08,15.68,1187.05,0.47,0,0.89,274.85,3933.71,35133,6867.86,4315.96
264.75,3218.75,21.89,778.66,8.59,948.71,0.64,0,0.06,35.69,12967.94,37918.43,26738.13,10353.14
264.75,2112.5,18.15,872.8,13.88,1105.09,0.72,0,0.38,205.36,13854.51,18402.38,2658.48,12732.93
264.75,3141.5,21.85,751.31,8.68,1023.41,0.54,0,0.04,39.32,14853.54,25857.45,13752.36,4138.54
264.75,1833.5,28.15,869.86,16.43,1155.38,0.65,0,0.22,72.87,4119.16,26614.42,12067.62,20998.75
197.84,2919,33.84,841.33,10.91,995.53,0.68,0,0.21,185.17,19029.06,31338.91,19164.75,11665.65
264.75,2964.53,31.63,762.05,9.82,1008.26,0.71,0,0.08,41.43,28035.52,17864.03,1464.47,8903.47
264.75,1285.75,39.5,889.88,17.41,1164.28,0.47,0,0.16,464.97,150,37125.83,11447.6,11069.21
242.45,1474,42.6,898.03,16.38,1188.35,0.62,0,0.24,426.72,342.98,40352.54,20343.24,13241.13
175.54,1000.5,10.35,743.29,21.74,1436.46,0.3,3.52,2.29,2740.47,151.61,8778.81,25,1160.82
175.54,1589.25,8.08,739,19.36,1309.54,0.47,0,0.58,1661.76,433.01,22091.34,1451.72,9066.83
264.75,3627.75,5.73,794.77,6.17,875.22,0.59,0,0.04,40.2,9217.78,34323.86,7836.29,14630.36
164.78,1465.5,14.76,849.04,17.45,1176.42,0.6,0,0.21,66.43,7196.35,37150.07,4596.47,9951.26
264.75,1345.75,25.2,758.71,19.16,1223.86,0.52,0,0.92,224.16,13761.81,35403.78,31986.37,151.61
264.75,1854.1,24.28,767.74,16.69,1156.15,0,0,0.1,906.08,8863.95,19236.03,10219.31,5821.16
168.07,1657.6,25.55,769.53,16.58,1242.12,0,0,0.26,18.32,500.3,64625.61,60396.43,15606.88
164.78,1468,10.52,790.31,17.92,1211.59,0.62,0,0.88,254.92,18407.81,45256.24,38964.05,1750
264.75,2669.75,29.6,784.48,11.82,1100.78,0.53,0,0.31,64.3,10392.67,15752.06,8835.58,5955.46
264.75,2506.5,14.78,815.29,12.46,1175.32,0.51,0,0.43,44.31,7430.18,19029.65,16847.18,17197.89
220.15,2986,10.51,805.57,9.78,1022.3,0.6,0,0.18,171.89,29030.8,35862.62,21796.96,3093.14
264.75,2112.75,17.6,839.07,14.79,1100.34,0.67,0,0.45,219.91,8912.21,41930.03,17949.03,2616.77
264.75,2590.5,20.61,776.49,12.24,1071.38,0.63,0,0.23,44.94,30073.37,35750.91,11987.81,5210.33
239.76,3053.25,26.37,878.55,9.58,929.79,0.65,0,0.02,42.55,12726.65,45884.72,21180.83,25963.96
264.75,1802.75,19.36,753.58,17.9,1238.47,0.59,0,0.18,1569.74,6554.96,8223.59,357.05,6609.65
264.75,1721.5,17.49,767.62,17.25,1210.32,0.67,0,0.38,178.49,10430.13,38691.44,32935.5,8411.15
220.15,1856,20.64,880.45,16.07,1137.18,0.66,0,0.1,258.08,9856.34,15226.54,125,12563
175.54,2799.5,8.35,875.62,10.8,973.72,0.66,0,0.1,102.66,12058.5,29172.72,8697.56,8044.1
264.75,2071.74,20.34,763.13,16.31,1075.75,0.7,0,0.04,1288.15,7213.8,20089.47,9796.44,10473.76
264.75,3184.75,22.18,777.6,9.4,963.14,0.63,0,0.06,37.1,9428.02,40833.9,30076.03,4893.62
175.54,3515,23.41,838.88,5.53,874.66,0.62,0,0.02,49.47,16350.15,28073.61,6958.99,22231.23
264.75,3168,27.13,843.18,8.17,924.88,0.74,0,0.08,47.81,18315.77,30985.92,1710.99,25278.99
198.61,2750,30.02,856.13,9.02,1004.81,0.66,0,0.07,42.59,14916.69,33157.31,28941.79,32036.35
197.84,4225.75,18.48,857.21,3.23,753.72,0.51,0,0.03,40.87,8904.35,32202.6,31283.02,28803.26
264.75,2493,27.21,852.95,12.38,1022.97,0.65,0,0.13,206.85,6576.28,18250.14,13774.89,6717.7
239.76,1930.5,23.41,862.59,16.83,1147.99,0.64,0,0.66,56.61,2511.47,32813.53,5945.38,16956.05
242.45,2820.25,18.55,808.37,8.88,972.68,0.53,0,0.17,47.5,11993.64,13271.3,13598.8,13052.49
264.75,2583.25,27.11,766.81,12.47,1115.62,0.55,0,0.21,43.56,22075.04,29539.93,1105.73,2804.91
264.75,2431,32.58,767.61,11.96,1084.16,0.63,0,0.17,50.53,18289.54,27214.11,3669.81,350
264.75,2174.75,27.63,873.14,15.86,1109.7,0.69,0,0.44,212.26,8664.15,26530.13,2263.3,5962.17
239.76,1442.75,12.92,761.62,18.46,1248.1,0.6,0,0.67,221.66,8647.98,39555.37,36850.34,5275.18
264.75,2817,20.34,763.51,11.45,1069.72,0.61,0,0.31,40.97,30843.27,20450.12,5985.61,9966.32
175.54,2648.5,32.1,777.81,11.73,1078.42,0.63,0,0.26,48.64,6150.41,40062.54,15404.14,6417.75
214.77,1856.5,13.66,734.62,17.12,1124.86,0.64,0,0.68,1317.13,3842.85,25626.7,3253.84,5231.4
264.75,2622.75,13.5,770.95,12.5,1128.9,0.53,0,0.15,54.76,30586.07,32701.8,8412.34,10071.12
264.75,1810.5,31.66,875.17,16.89,1139.5,0.58,0,0.3,61.17,1710.99,22170.42,17459.31,16104.27
164.78,1754.75,24.43,740.29,19.23,1321.64,0.47,0,0.43,2292.57,2273.21,5312.96,3575.96,4790.35
264.75,2815.17,23.65,767.19,11.43,1065.8,0.62,0,0.05,39.97,40721.55,23733.2,15608.08,9789.07
264.75,3749.14,23.53,743.8,4.68,822.8,0.7,0,0.01,9,7134.41,68861.04,44956.16,8003.5
264.75,2786.25,32.68,746.43,10.69,1101.52,0.51,0,0.46,35.44,8278.13,49564.18,32913.94,983.62
264.75,3200.5,18.17,773.43,9.66,986.96,0.7,0,0.06,52.43,17813.13,22913.04,9753.33,5179.53
239.76,2525.75,28.46,882.46,12.44,1003.3,0.64,0,0.41,65.71,7385.63,44836.68,4341.37,15559.8
164.78,2357.5,6.3,800.94,13.29,1185.78,0.43,0,0.85,67.01,13748.73,19902.95,2706.48,16383.15
264.75,2874.63,7.72,779.79,11.07,1033.98,0.63,0,0.21,189.51,26759.59,40495.23,16843.79,15994.85
264.75,2540.25,16.13,780.43,12.53,1154.45,0.56,0,0.34,51.75,17120.38,24781.6,3479.58,4231.73
264.75,1593.02,27.53,748.74,18.19,1252.22,0.63,0,0.79,215.29,2074.17,25884.63,19178.88,1474.1
264.75,2971.75,31.31,900.67,9.97,912.74,0.69,0,0.07,43.99,7154.54,47985.49,24391.14,21206.78
164.78,3134.71,19.1,769.03,9.26,966.65,0.64,0,0.12,61.16,22355.99,18397.76,6888.75,8868.21
264.75,2551.5,14.27,853.21,12.09,985.71,0.68,0,0.17,199.76,9519.85,22250.11,17380.09,4813.26
197.84,2347,37.24,767.03,12.77,1110.41,0.7,0,0.28,43.11,10762.32,35936.16,24332.85,430.02
264.75,2276.32,24.79,755.92,15.81,1101.47,0.66,0,0.53,1527.77,1839.23,18480.88,1043.37,8491.34
228.4,1926.04,15.91,730.28,17.86,1291.14,0,0,0.07,1068.84,6110.72,17049.24,1764.54,13646.21
175.54,1349.25,34.13,698.22,19.55,1346.6,0.45,0,0.47,590.03,653.85,31930.04,3368.61,6085.02
264.75,1612.75,17.3,734.86,18.74,1223.18,0.52,0,0.45,1507.69,2933.85,20169.96,4302.03,5080.11
264.75,2899.48,11.59,775.69,10.49,1044.27,0.65,0,0.09,171.25,33712.03,36206.49,20141.26,7864.26
164.78,1441.75,18.26,714.63,20.36,1360.08,0.46,0,0.21,1662.16,6775.51,13229.8,295.81,8350.3
264.75,2789.5,15.78,818.41,9.65,1074.36,0.5,0,0.49,57.95,8245.45,19445.5,3395.22,13690.42
167.47,2128.5,10.22,771.33,13.42,1166.51,0.54,0,0.5,58.91,12009.48,39534.89,22964.48,50
264.75,2164.25,37.23,815.91,15,1094.27,0.64,0,0.24,187.04,2899.57,36307.95,22244.72,1344.43
195.15,1976.5,5.5,749.17,17.07,1249.83,0.47,0,1.1,251.28,5150.49,31265.44,9893.81,750
264.75,2561,17.2,864.69,11.7,1047.37,0.67,0,0.15,100.18,8062.72,30793.63,5319.53,5580.99
220.15,3504.75,21.37,816.76,6.18,869.5,0.54,0,0.05,47.84,20552.55,22981.03,20795.37,12535.85
264.75,3169.26,12.51,773.45,8.76,983.98,0.63,0,0.06,32.74,12670.65,32679.96,27160.22,6594.63
97.01,2638,6.69,785.6,11.12,1092.34,0.48,0,0.24,46.16,24811.44,29700.63,14775.23,753.33
175.54,2727.75,25.75,808.04,10.26,1031.21,0.56,0,0.31,11.38,5250.48,7362.57,4217.52,5614.94
214.76,3162.75,22.35,879.01,9.43,921.46,0.5,0,0.06,50.24,16981.97,27278.7,10270.71,21850.12
264.75,3085,18.53,799.78,9.19,975.93,0.64,0,0.11,169.22,28213.25,41600.57,23968.89,5391.43
239.76,1500,29.42,835.31,18.78,1210.45,0.55,0,0.84,72.11,1175.86,34587.97,3296.59,12957.91
242.45,2502.75,21.51,834.49,12.37,1059.8,0.69,0,0.08,178.37,3238.05,32530.72,7850.32,4271.71
197.84,2936,12.17,814.48,10.07,1008.49,0.55,0,0.39,41.45,16290.1,30773.49,517.21,10179.76
242.45,3109.5,27.15,875.63,9.05,925.62,0.67,0,0.02,45.4,10572.99,46734.65,9910.98,19790.09
264.75,2648.25,22.54,829.99,11.52,1023.04,0.74,0,0.09,174.58,23914.17,25458.35,20940.57,9737.94
264.75,2700.25,19.33,776.3,11.23,1025.89,0.69,0,0.17,36.88,14570.09,33048.56,26998.29,7630.69
264.75,1726.25,24.63,828.96,17.06,1182.93,0.62,0,0.32,66.37,3412.84,40706.85,9086.67,1956.4
175.54,2622.75,1.29,807.28,11.54,1138.52,0.4,0,0.72,43.82,16298.7,26760.56,18950.66,25817.97
264.75,3731,31.59,801.02,5.76,900.7,0.53,0,0.04,12.16,5131.03,15119.77,2372.24,4879.29
264.75,3088.5,29.07,719.06,8.79,956,0,0,0.03,0,5503.99,71374.77,50306.16,9753.92
0.19,2690,0,736.86,11.7,1014.75,0.63,0,0,31.51,0,48129.39,40296.42,3454.8
264.75,1651,17.42,748.56,18.8,1271.63,0.55,0,0.23,1491.66,1768.47,16589.98,5150.49,6797.61
164.78,2445.25,10.25,791.56,13.07,1198.36,0.49,0,2.45,79.51,4412.2,4257.64,1329.47,1835.08
189.77,1189.25,2.6,777.18,18.52,1245.6,0.51,0,0.13,262.86,2885.74,18661.93,15922.55,135.36
264.75,2080.11,25.64,765.45,16.21,1132.26,0,0,0.23,180.27,9378.88,18773.71,17878.18,3234.05
164.78,2697.76,3.24,743.94,11.44,1027.98,0.42,0,0.95,45.77,489.52,51773.49,39280.24,10.48
264.75,3771.75,27.3,724.62,5.56,804.09,0.69,0,0.01,8.85,4790.35,69631.95,48104.34,7907.43
242.45,1884.5,39.04,875.06,14.61,1155.29,0.58,0,0.37,123.6,4288.06,20236.79,16264.92,15428.14
170.16,2988,2.29,787.04,10.53,1069.73,0.5,0,0.33,52.66,14513.01,21820.35,8199.24,11541.56
164.78,2017.25,26.2,793.98,14.68,1195.01,0.59,0,0.44,185.61,20474.07,40842.72,30729.59,1275.74
220.15,1785,31.85,857.97,16.73,1132.05,0.56,0,0.29,236.5,3386.37,32184.59,2950,2438.75
264.75,3038.75,32.77,753.63,10.42,1009.59,0.68,0,0.41,51.33,1835.08,48127,36020.1,1458.6
175.54,1147,10.55,724.97,22.17,1418.99,0.39,0,0.54,2003.78,864.59,13756,6022.25,4563.72
264.75,2385.5,29.59,888.83,13.36,1065.23,0.66,0,0.35,548.38,4165.03,32544.24,14850.84,5703.29
170.16,2513,5.98,771.6,12.53,1138.06,0.39,0,0.51,57.73,18772.52,24619.66,8393.3,887.41
264.75,2809.25,18.41,868.38,11.22,959.64,0.62,0,0.09,50.55,16130.33,28672.77,8816.32,15997.73
264.75,1993.75,23.44,880.08,15.62,1127.05,0.6,0,0.18,58.57,2875.47,35965.64,3459.41,5771.27
264.75,3137.39,12.28,770.61,9.45,953.62,0.63,0,0.08,40.72,24288.88,18624.42,1979.22,7725.97
164.78,1633.25,33.54,831.55,18.23,1190.25,0.58,0,0.95,250.22,4217.52,11164.56,3702.36,4017.15
264.75,3351.75,24.68,791.19,7.28,911.22,0.7,0,0.06,44.93,17527.34,21450.58,15193.67,7650.33
264.75,1507.92,27.39,722.35,18.88,1342.94,0.49,0,0.03,1541.01,3462.65,16297.54,3412.59,5481.25
189.95,2512.21,5.24,753.11,13.5,1130.01,0,0,0.26,32.94,23198.38,21416.48,15797.77,945.55
214.77,3621.75,5.6,785.23,6.5,889.75,0.52,0,0.04,42.95,7332.63,42953.55,31670.93,6583.88
264.75,1741.02,16.24,763.7,16.09,1169.01,0.66,0,0.37,186.08,6813.09,21604.07,12631.61,7773.3
264.75,1644.75,14.5,770.1,19.39,1267.11,0.53,0,0.1,986.76,6299.8,8358.68,6441.08,6158.53
214.76,2223.5,25.04,894.87,13.47,1055.92,0.69,0,0.18,46.93,3160.3,44352.31,22159.59,17219.97
197.84,2850.5,18.56,851.39,10.62,993.58,0.65,0,0.3,50.73,13770.53,27309.48,20249.63,22235.72
175.54,3144.5,21.6,799.79,8.61,894.81,0.64,0,0.11,47.22,12572.49,14075.78,13826.33,13524.33
264.75,3275.25,24.99,859.66,7.73,900.78,0.63,0,0.02,43.56,16699.93,38374.57,25614.6,33704.71
197.84,2899.5,31.83,847.21,9.15,1063.28,0.57,0,0.29,41.89,18362.12,35478.28,26271.8,33091.2
167.47,2594.5,11.13,805.57,12.18,1126.71,0.47,0,0.36,52.57,17493.07,20691.24,7808.17,19552.17
214.77,2622.5,17.23,799.5,11.14,1065.66,0.5,0,0.32,47.13,8629.46,10398.44,9938.18,9721.5
239.76,2152,22.31,854.36,16.36,1104.86,0.61,0,0.28,272.93,4107.01,17130.89,3326.79,5550.45
192.46,2493.75,27.74,775.7,12.9,1136.43,0.5,0,0.19,46.85,25034.13,31656.4,4062.94,6820.37
175.54,2727.25,8.61,773.29,12.66,1113.62,0.54,0,0.18,43.78,26535.02,32689.56,1734.21,8140.49
192.46,2029.5,28.59,880.64,13.01,1130.22,0.61,0,0.15,664.07,3050,33219.39,10851.15,7563.56
264.75,1362,33.45,796.85,17.53,1182.32,0.58,0,0.16,180.5,606.22,32561.75,24576.97,2772.63
264.75,2283.75,32.98,799.52,15.03,1192.27,0.71,0,0.08,1409.13,15690.36,15040.86,14750.85,3777.23
175.54,2612.5,7.87,800.98,13.16,1060.06,0.52,0,0.45,176.7,26419.45,41450.3,24456.24,2123.09
264.75,2542.5,28.41,778.05,14.68,1081.13,0.67,0,0.05,1694.76,8791.33,13491.76,3950,11953.56
264.75,2100.74,25.67,739.61,15.49,1113.05,0.64,0,0.52,1312.41,5189.89,21265.55,7163.27,10174.55
214.77,2328.75,28.56,886.46,13.32,1024.83,0.62,0,0.31,59.07,5952.1,34961.8,6449.81,11406.47
264.75,2625,17.9,817.25,14.23,1063.2,0.66,0,0.15,199.31,5860.67,33031.31,30000.13,3575.96
197.84,2153.25,19.96,885.34,14.48,1057.4,0.56,0,0.29,194.2,11765.52,23337.68,11292.81,3726.59
264.75,1714.25,16.11,760.39,18.58,1251.9,0.63,0,0.35,222.39,8511.61,40794.95,39539.19,1366.57
167.47,1333.75,5.24,740.2,19.74,1381.23,0.48,0,0.41,1702.15,7950,7143.35,6751.85,2969.45
164.78,1032.25,14.17,720.04,21.83,1421.44,0.36,3.28,0.99,2321.62,150,9707.08,25,357.13
167.47,1807,5.48,753.18,17.26,1170.44,0.56,0,0.43,1729.01,4357.46,25527,750,8451.48
18.48,2438.25,1.29,804.13,12.91,1191.48,0.49,0,0.82,69.13,5252.38,11319.34,764.93,6373.97
172.45,1794.55,5.4,712.92,18.22,1336.9,0.37,0,1.14,283.64,10667.92,29638.7,15433.08,3413.67
264.75,2092.25,26.1,849.09,14.06,1123.42,0.6,0,0.81,243.52,7288.86,16108,6050,7284.74
264.75,2607.25,27.28,873.49,13.14,1038.92,0.67,0,0.18,51.34,10253.17,32590.3,5602.45,25111.1
214.77,2824.25,27.17,773.22,10.75,1084.22,0.54,0,0.18,48.55,13261.5,37328.38,24204.29,4425.78
264.75,2037,12.42,809.7,15.76,1170.35,0.71,0,0.33,213.16,27219.98,33258.5,29357.24,1550
264.75,2622,8.46,822.03,11.88,1148.31,0.54,0,0.41,45.24,5517.93,20102.92,14311.1,17129.73
164.78,2701.75,13.18,848.36,10.56,1006.59,0.7,0,0.08,97.67,6037.18,27891.35,8081.31,13256.98
264.75,1617,16.4,765.18,17.14,1205.76,0.7,0,0.69,212.52,5661.05,35347.24,31031.4,2695.83
264.75,2702.25,27.92,796.33,11.74,1093.37,0.6,0,0.21,51.65,16471.41,25654,10666.18,11709.29
260.76,1656.68,25.75,714.18,19.43,1324.19,0,0,0.08,1019.2,5310.64,16466.26,2689.4,8274.64
175.54,3558.25,32.26,878.69,6.43,870.56,0.5,0,0.03,43.69,15374.25,40907.3,26662.1,28439.54
164.78,2361.5,1.65,800.38,13.18,1216.59,0.41,0,2.65,59.9,7995.47,10776.25,9730.75,10254.15
264.75,3547.25,22.25,794.47,6.08,894.2,0.58,0,0.04,35.8,15983.98,30630.17,16475.66,8202.9
264.75,2925.5,19.95,869.54,10.2,941.56,0.71,0,0.02,43.98,7812.01,45829.33,12658.1,20013.18
167.47,1104.25,5.94,742.71,21.41,1430.28,0.44,0,0.23,334.95,1961.5,9750.26,1867.49,1835.08
264.75,1938.5,19.41,725.42,16.86,1126,0.59,0,0.46,1565.68,1757.13,24534.21,7251.72,8232.1
175.54,2404.75,42.83,807.88,14.91,1104.9,0.63,0,0.57,198.75,15673.15,45498.65,41175.81,5750
264.75,2984.5,25.99,859.47,10.48,949.49,0.66,0,0.12,87.67,20942.16,23024.5,6771.08,21179.88
167.47,2361.25,7.1,792.78,13.29,1214.22,0.41,0,1.85,59.49,6436.42,11051.13,2593.74,9267.55
164.78,1727.25,1.49,873.94,15.75,1187.52,0.58,0,2.05,241.36,11183.36,23971.81,211.97,7794.07
264.75,2320.25,17.78,863.9,13.2,1070.03,0.69,0,0.25,47.88,16467.16,36443.48,1627.11,23231.61
264.75,1779.75,13.17,795.62,16.6,1158.11,0.61,0,0.11,219.9,13710.12,15133.65,15101.9,7763.21
264.75,2549.5,4.96,789.22,12.37,1165.6,0.5,0,0.45,43.64,15212.74,19496.86,2351.06,17930.07
167.47,2585.75,7.25,768.02,11.85,1121.07,0.4,0,0.54,45.74,21778.6,28073.61,5894.7,3650.68
264.75,2199.75,12.82,842.39,15.38,1115.99,0.67,0,0.67,219.48,4962.61,41369.64,14220.67,1061.84
239.76,1511.75,14.87,837.61,16.88,1172.27,0.67,0,0.51,151.84,15537.94,32986.78,16999.04,11560.6
264.75,2273,33.11,805.02,13.82,1130.82,0.7,0,0.11,176.41,21119.84,38263.92,34738.27,6618.72
264.75,3153.25,26,849.59,9.1,872.53,0.64,0,0.03,179.22,6482.86,28506.97,13220.72,8128.19
242.45,2523,32.26,807.18,13.52,1063.9,0.7,0,0.15,14.74,11059.27,23987.65,2351.06,2620.59
175.54,2804.25,6.3,795.99,10.62,1047.64,0.44,0,0.29,43.25,19225.18,24374.73,10102.85,22891.65
214.77,1989.5,31.06,871.96,14.92,1165.24,0.6,0,0.31,59.67,7849.04,33943,3166.62,21122.68
264.75,3573.5,22.29,848.36,5.86,889.16,0.53,0,0.06,42.74,14000.8,34701.69,28355.38,33881.08
264.75,3450.5,12.87,771.8,6.94,896.89,0.66,0,0.06,32.62,4819.49,46739.79,33836.78,4174.63
264.75,3102.25,11.82,807.06,9.11,1010.02,0.56,0,0.24,41.5,14384.28,26983.84,9730.75,15643.13
264.75,2110.3,27.63,788.19,16.24,1141.97,0,0,0.27,180.64,5931.23,31267.1,33604.93,8354.36
264.75,3425,32.94,869.79,8.48,875.27,0.52,0,0.07,50.11,15270.48,23835.43,4720.96,18969.12
264.75,2459,25.62,786.23,13.33,1113.56,0.7,0,0.17,210.71,7591.28,34753.81,34026.28,10308.61
197.84,3110.5,28.25,862.78,8.63,949.9,0.51,0,0.27,51.22,13884.79,17836.13,3290.52,14580.38
164.78,1281.5,26.05,753.92,19.7,1268.79,0.5,0,4.14,232.75,13349.44,36257.79,31169.34,550
264.75,1791.5,17.1,870.92,16.17,1176.61,0.64,0,0.25,202.89,4497.5,14541.24,7652.94,3956.32
264.75,2079.75,24.28,819.01,14.71,1155.65,0.66,0,0.43,222.65,18674.25,41377.86,33435.42,2363.79
264.75,2947.5,29.85,856.97,9.91,957.41,0.62,0,0.32,55.96,12472.67,37951.65,4648.39,19982.68
264.75,1817.5,11.36,877.9,16.3,1163.18,0.61,0,0.38,212.88,12141.36,22401.95,13476.92,25
239.76,2323.25,14.22,845.75,13.69,1117.08,0.51,0,0.85,235.16,9041.43,16045.79,6876.59,5354.2
264.75,2293.75,14.48,806.83,14.81,1116.13,0.66,0,0.21,196.92,6223.14,24996.55,4739.99,8106.02
264.75,1545.75,38.63,873.13,16.78,1184.55,0.58,0,0.19,100.4,2150,18174.91,19616.51,12188.01
214.77,1929,27.06,817.35,16.97,1162.64,0.57,0,0.19,238.16,5131.03,21463.17,19191.86,3296.59
214.77,1861,29.28,860.94,15.79,1173.84,0.65,0,0.28,245.54,3753.33,36141.39,2303.8,5661.05
175.54,2623.75,23.91,865.11,9.66,966.06,0.62,0,0.15,49.91,15555.95,21357.14,85.36,17499.36
